Story Readable ID,Story Title,Current Category Readable ID,Current Category Name,Current Category Level,Parent,Order,Current Category Path,Suggested Parent Readable ID,Suggested Parent Name,
what-courses-did-you-take,What courses did you take?,what-courses-did-you-take,What courses did you take?,3,,,Preschool > High School > What courses did you take?,high-school,High School,
what-cultural-events,What cultural events influenced you?,what-cultural-events,What cultural events influenced you?,3,,,Preschool > Middle School > What cultural events influenced you?,middle-school,Middle School,
what-decisions-shaped-your,What decisions shaped your life most?,what-decisions-shaped-your,What decisions shaped your life most?,3,,,THEMES > Personal > What decisions shaped your life most?,personal,Personal,
what-did-you-do-after-school,What did you do after school?,what-did-you-do-after-school,What did you do after school?,3,,,Preschool > Elementary School > What did you do after school?,elementary-school,Elementary School,
what-did-you-do-during-recess,What did you do during recess?,what-did-you-do-during-recess,What did you do during recess?,3,,,Preschool > Elementary School > What did you do during recess?,elementary-school,Elementary School,
what-did-you-do-together,What did you do together?,what-did-you-do-together,What did you do together?,3,,,Introduction > My Siblings > What did you do together?,my-siblings,My Siblings,
what-did-you-find-challenging,What did you find challenging?,what-did-you-find-challenging,What did you find challenging?,3,,,Preschool > Middle School > What did you find challenging?,middle-school,Middle School,
what-did-you-listen-to-over,What did you listen to over the years?,what-did-you-listen-to-over,What did you listen to over the years?,3,,,THEMES > Music > What did you listen to over the years?,music,Music,
what-did-you-wear-when-younger,What did you wear when younger that mortifies you now?,what-did-you-wear-when-younger,What did you wear when younger that mortifies you now?,3,,,Adulthood > Personal Reflection > What did you wear when younger that mortifies you now?,personal-reflection,,
what-did-your-father-do-for-a,"What did your father
do for a living?",what-did-your-father-do-for-a,"What did your father
do for a living?",3,My Father,,"Introduction > My Father > What did your father
do for a living?",my-father,My Father,
what-do-you-know-about-the,What do you know about the family origins?,what-do-you-know-about-the,What do you know about the family origins?,3,,,Introduction > Family Names > What do you know about the family origins?,family-names,Family Names,
what-do-you-miss-about-the-old,What do you miss about the 'old' days?,what-do-you-miss-about-the-old,What do you miss about the 'old' days?,3,,,THEMES > Advice > What do you miss about the 'old' days?,advice,Advice,
what-do-you-think-are-the,What do you think are the secrets to a happy relationship?,what-do-you-think-are-the,What do you think are the secrets to a happy relationship?,3,,,THEMES > Relationships > What do you think are the secrets to a happy relationship?,relationships,Relationships,
what-experiences-most-shaped,What experiences most shaped your life?,what-experiences-most-shaped,What experiences most shaped your life?,3,,,THEMES > Personal > What experiences most shaped your life?,personal,Personal,
what-family-activities-were,What family activities were common?,what-family-activities-were,What family activities were common?,3,,,Introduction > My Siblings > What family activities were common?,my-siblings,My Siblings,
what-fashion-trends-came-about,What fashion trends came about,what-fashion-trends-came-about,What fashion trends came about,3,High School,,Preschool > High School > What fashion trends came about,high-school,High School,
what-games-did-you-play-at,What games did you play at school?,what-games-did-you-play-at,What games did you play at school?,3,,,Preschool > Elementary School > What games did you play at school?,elementary-school,Elementary School,
what-gives-life-meaning,What gives life meaning?,what-gives-life-meaning,What gives life meaning?,3,,,THEMES > Personal > What gives life meaning?,personal,Personal,
what-growth-are-you-proud-of,What growth are you proud of?,what-growth-are-you-proud-of,What growth are you proud of?,3,,,THEMES > Personal > What growth are you proud of?,personal,Personal,
what-have-been-some-of-your,"What have been some of
your life's greatest surprises, disappointments?",what-have-been-some-of-your,"What have been some of
your life's greatest surprises, disappointments?",3,,,"THEMES > Miscellaneous > What have been some of
your life's greatest surprises, disappointments?",miscellaneous,Miscellaneous,
what-have-you-changed-your,"What have you changed
your mind about over the years?",what-have-you-changed-your,"What have you changed
your mind about over the years?",3,,,"Adulthood > Personal Reflection > What have you changed
your mind about over the years?",personal-reflection,Personal Reflection,
what-home-improvements-did-you,What home improvements did you make?,what-home-improvements-did-you,What home improvements did you make?,3,,,Adulthood > Parenthood > What home improvements did you make?,parenthood,Parenthood,
what-hope-persists,What hope persists?,what-hope-persists,What hope persists?,3,,,THEMES > Era Overview > What hope persists?,era-overview,,
what-ifs,What ifs,what-ifs,What ifs,4,,,Adulthood > Career Reflection > How did you prepare for change? > What ifs,how-did-you-prepare-for-change,Career Reflection,
what-impact-did-he-have-on,What impact did he have on your life?,what-impact-did-he-have-on,What impact did he have on your life?,3,,,Introduction > My Maternal Grandmother > What impact did he have on your life?,my-maternal-grandmother,My Maternal Grandmother,
what-innovations-did-you-drive,What innovations did you drive?,what-innovations-did-you-drive,What innovations did you drive?,3,,,Adulthood > Career Reflection > What innovations did you drive?,career-reflection,Career Reflection,
what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",3,,,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",technology,Technology,
what-is-it-like-being-a-father,What is it like being a father?,what-is-it-like-being-a-father,What is it like being a father?,3,,,Adulthood > Parenthood > What is it like being a father?,parenthood,Parenthood,
what-is-the-secret-to-staying,What is the secret to staying young?,what-is-the-secret-to-staying,What is the secret to staying young?,3,,,THEMES > Advice > What is the secret to staying young?,advice,Advice,
what-is-the-story-behind-the,What is the story behind the family names?,what-is-the-story-behind-the,What is the story behind the family names?,3,,,Introduction > Family Names > What is the story behind the family names?,family-names,Family Names,
what-is-your-best-advice-for,What is your best advice for ones career?,what-is-your-best-advice-for,What is your best advice for ones career?,3,,,Adulthood > Career Reflection > What is your best advice for ones career?,career-reflection,Career Reflection,
what-is-your-best-advice-when,"What is your best
advice when it comes to work?",what-is-your-best-advice-when,"What is your best
advice when it comes to work?",3,,,"Adulthood > Personal Reflection > What is your best
advice when it comes to work?",personal-reflection,Personal Reflection,
what-is-your-definition-of,What is your definition of love?,what-is-your-definition-of,What is your definition of love?,3,Companionship,,THEMES > Relationships > What is your definition of love?,relationships,Companionship,
what-is-your-favorite-holiday,What is your favorite holiday?,what-is-your-favorite-holiday,What is your favorite holiday?,3,,,THEMES > Advice > What is your favorite holiday?,advice,Advice,
what-is-your-favorite-season,What is your favorite season?,what-is-your-favorite-season,What is your favorite season?,3,,,THEMES > Miscellaneous > What is your favorite season?,miscellaneous,Miscellaneous,
what-is-your-favorite-sports,What is your favorite sports movie?,what-is-your-favorite-sports,What is your favorite sports movie?,3,,,THEMES > Sports > What is your favorite sports movie?,sports,Sports,
what-is-your-greatest,What is your greatest achievement?,what-is-your-greatest,What is your greatest achievement?,3,,,THEMES > Advice > What is your greatest achievement?,advice,Advice,
what-is-your-greatest,What is your greatest achievement?,what-is-your-greatest,What is your greatest achievement?,3,,,THEMES > Advice > What is your greatest achievement?,advice,Advice,
what-is-your-idea-of-perfect,What is your idea of perfect happiness?,what-is-your-idea-of-perfect,What is your idea of perfect happiness?,3,,,THEMES > Relationships > What is your idea of perfect happiness?,relationships,Companionship,
what-made-each-place-special,What made each place special?,what-made-each-place-special,What made each place special?,3,,,Adulthood > Parenthood > What made each place special?,parenthood,Parenthood,
what-makes-you-optimistic-or,What makes you Optimistic or Pessimistic about the younger generation,what-makes-you-optimistic-or,What makes you Optimistic or Pessimistic about the younger generation,3,,,THEMES > Advice > What makes you Optimistic or Pessimistic about the younger generation,advice,Advice,
what-moves-have-you-made,What moves have you made?,what-moves-have-you-made,What moves have you made?,3,,,THEMES > Moves > What moves have you made?,moves,Moves,
what-moves-were-significant,What moves were significant?,what-moves-were-significant,What moves were significant?,3,,,Adulthood > Parenthood > What moves were significant?,parenthood,Parenthood,
what-movies-influenced-you,What movies influenced you?,what-movies-influenced-you,What movies influenced you?,3,,,Preschool > High School > What movies influenced you?,high-school,High School,
what-music-was-important-to,What music was important to you?,what-music-was-important-to,What music was important to you?,3,,,Preschool > High School > What music was important to you?,high-school,High School,
what-neighborhoods-shaped,What neighborhoods shaped family life?,what-neighborhoods-shaped,What neighborhoods shaped family life?,3,,,Adulthood > Parenthood > What neighborhoods shaped family life?,parenthood,Parenthood,
what-parenting-style-did-you,What parenting style did you develop?,what-parenting-style-did-you,What parenting style did you develop?,3,,,Adulthood > Parenthood > What parenting style did you develop?,parenthood,Parenthood,
what-peace-have-you-found,What peace have you found?,what-peace-have-you-found,What peace have you found?,3,,,THEMES > Personal > What peace have you found?,personal,Personal,
what-personal-expectations-do,What personal expectations do you hold yourself to?,what-personal-expectations-do,What personal expectations do you hold yourself to?,4,,,"Adulthood > Personal Reflection > What is your best
advice when it comes to work? > What personal expectations do you hold yourself to?",what-is-your-best-advice-when,Personal Reflection,
what-principles-guided-your,What principles guided your leadership?,what-principles-guided-your,What principles guided your leadership?,3,,,Adulthood > Career Reflection > What principles guided your leadership?,career-reflection,Career Reflection,
what-qualities-did-you-get,What qualities did you get from your father?,what-qualities-did-you-get,What qualities did you get from your father?,3,,,Introduction > My Father > What qualities did you get from your father?,my-father,My Father,
what-qualities-did-you-get,What qualities did you get from your mother?,what-qualities-did-you-get,What qualities did you get from your mother?,3,,,Introduction > My Mother > What qualities did you get from your mother?,my-mother,My Mother,
what-reflections-do-you-have,What reflections do you have about your grandparents?,what-reflections-do-you-have,What reflections do you have about your grandparents?,3,,,Introduction > My Grand Parents > What reflections do you have about your grandparents?,my-grand-parents,My Grand Parents,
what-regrets-remain,What regrets remain?,what-regrets-remain,What regrets remain?,3,,,THEMES > Personal > What regrets remain?,personal,Personal,
what-remains-constant,What remains constant?,what-remains-constant,What remains constant?,3,,,THEMES > Personal > What remains constant?,personal,,
what-risks-didn-t,What risks didn�t?,what-risks-didn-t,What risks didn�t?,3,,,THEMES > Personal > What risks didn�t?,personal,Personal,
what-roles-did-extended-family,What roles did extended family play?,what-roles-did-extended-family,What roles did extended family play?,3,,,Adulthood > Parenthood > What roles did extended family play?,parenthood,Parenthood,
what-satisfaction-did-you-find,What satisfaction did you find?,what-satisfaction-did-you-find,What satisfaction did you find?,3,,,Adulthood > Career Reflection > What satisfaction did you find?,career-reflection,Career Reflection,
what-social-changes-occurred,What social changes occurred?,what-social-changes-occurred,What social changes occurred?,3,,,Preschool > Middle School > What social changes occurred?,middle-school,Middle School,
what-sporting-event-would-you,What sporting event would you most like to attend?,what-sporting-event-would-you,What sporting event would you most like to attend?,3,,,THEMES > Sports > What sporting event would you most like to attend?,sports,Sports,
what-states-have-you-been-to,What states have you been to?,what-states-have-you-been-to,What states have you been to?,3,,,THEMES > Music > What states have you been to?,music,Music,
what-subjects-interested-you,What subjects interested you?,what-subjects-interested-you,What subjects interested you?,3,Middle School,,Preschool > Middle School > What subjects interested you?,middle-school,Middle School,
what-surprised-you-about-being,What surprised you about being a parent?,what-surprised-you-about-being,What surprised you about being a parent?,3,,,Adulthood > Parenthood > What surprised you about being a parent?,parenthood,Parenthood,
what-things-do-you-admire-the,What things do you admire the most about your mother?,what-things-do-you-admire-the,What things do you admire the most about your mother?,3,,,Introduction > My Mother > What things do you admire the most about your mother?,my-mother,My Mother,
what-things-from-home-did-you,What things from home did you miss the most while living overseas?,what-things-from-home-did-you,What things from home did you miss the most while living overseas?,3,,,THEMES > Music > What things from home did you miss the most while living overseas?,music,Travel,
what-things-matter-most-to-you,What things matter most to you in life?,what-things-matter-most-to-you,What things matter most to you in life?,3,,,THEMES > Legacy > What things matter most to you in life?,legacy,Legacy,
what-traditions-did-you,What traditions did you participate in?,what-traditions-did-you,What traditions did you participate in?,3,,,Adulthood > College > What traditions did you participate in?,college,College,
what-values-did-you-try-to,What values did you try to instill?,what-values-did-you-try-to,What values did you try to instill?,3,,,Adulthood > Parenthood > What values did you try to instill?,parenthood,Parenthood,
what-was-an-important-lesson,"What was an important lesson parents taught, lived by shared with kids?",what-was-an-important-lesson,"What was an important lesson parents taught, lived by shared with kids?",3,,,"Introduction > Their Partnership > What was an important lesson parents taught, lived by shared with kids?",their-partnership,My Parents,
what-was-happening-in-the,What was happening in the world when you were born?,what-was-happening-in-the,What was happening in the world when you were born?,3,,,Introduction > My Birth > What was happening in the world when you were born?,my-birth,My Birth,
what-was-he-like-when-he-was,What was he like when he was younger?,what-was-he-like-when-he-was,What was he like when he was younger?,3,,,Introduction > My Father > What was he like when he was younger?,my-father,My Father,
what-was-it-like-becoming-a,What was it like becoming a parent?,what-was-it-like-becoming-a,What was it like becoming a parent?,3,,,Adulthood > Parenthood > What was it like becoming a parent?,parenthood,Parenthood,
what-was-it-like-being-so,What was it like being so close in age?,what-was-it-like-being-so,What was it like being so close in age?,3,,,Introduction > My Siblings > What was it like being so close in age?,my-siblings,My Siblings,
what-was-it-like-being-the,What was it like being the oldest?,what-was-it-like-being-the,What was it like being the oldest?,3,My Siblngs,,Introduction > My Siblings > What was it like being the oldest?,my-siblings,My Siblngs,
what-was-it-like-the-first,What was it like the first time you fell in love?,what-was-it-like-the-first,What was it like the first time you fell in love?,3,Companionship,,THEMES > Relationships > What was it like the first time you fell in love?,relationships,Companionship,
what-was-one-of-the-hardest,"What was one of the hardest things about growing up? How did you get
through it?",what-was-one-of-the-hardest,"What was one of the hardest things about growing up? How did you get
through it?",3,,,"Adulthood > Parenthood > What was one of the hardest things about growing up? How did you get
through it?",parenthood,Parenthood,
what-was-one-of-the-most,What was one of the most romantic moments in your life?,what-was-one-of-the-most,What was one of the most romantic moments in your life?,3,,,THEMES > Relationships > What was one of the most romantic moments in your life?,relationships,Companionship,
what-was-one-of-the-toughest,"What was one of the toughest, easiest,
best, worst parts about raising first, second, third",what-was-one-of-the-toughest,"What was one of the toughest, easiest,
best, worst parts about raising first, second, third",3,,,"Adulthood > Parenthood > What was one of the toughest, easiest,
best, worst parts about raising first, second, third",parenthood,Parenthood,
what-was-she-like-when-she-was,What was she like when she was younger?,what-was-she-like-when-she-was,What was she like when she was younger?,3,,,Introduction > My Mother > What was she like when she was younger?,my-mother,My Mother,
what-was-the-mascot,What was the mascot?,what-was-the-mascot,What was the mascot?,3,,,Preschool > High School > What was the mascot?,high-school,High School,
what-was-the-name-of-your,What was the name of your middle school?,what-was-the-name-of-your,What was the name of your middle school?,3,,,Preschool > Middle School > What was the name of your middle school?,middle-school,Middle School,
what-was-your-daily-routine,What was your daily routine?,what-was-your-daily-routine,What was your daily routine?,3,,,Preschool > Elementary School > What was your daily routine?,elementary-school,Elementary School,
what-was-your-favorite-class,What was your favorite class?,what-was-your-favorite-class,What was your favorite class?,3,,,Preschool > High School > What was your favorite class?,high-school,High School,
what-was-your-favorite-class,What was your favorite class?,what-was-your-favorite-class,What was your favorite class?,3,,,Preschool > High School > What was your favorite class?,high-school,High School,
what-was-your-favorite-player,What was your favorite player of all time?,what-was-your-favorite-player,What was your favorite player of all time?,3,,,THEMES > Sports > What was your favorite player of all time?,sports,Sports,
what-was-your-favorite-sport,What was your favorite sport?,what-was-your-favorite-sport,What was your favorite sport?,3,,,THEMES > Sports > What was your favorite sport?,sports,Sports,
what-was-your-favorite-sports,What was your favorite sports team?,what-was-your-favorite-sports,What was your favorite sports team?,3,,,THEMES > Sports > What was your favorite sports team?,sports,Sports,
what-was-your-first-real-job,What was your first real job?,what-was-your-first-real-job,What was your first real job?,3,Career,,Adulthood > Career > What was your first real job?,career,Career,
what-was-your-least-favorite,What was your least favorite class?,what-was-your-least-favorite,What was your least favorite class?,3,,,Preschool > High School > What was your least favorite class?,high-school,High School,
what-was-your-major-and-why,What was your major and why?,what-was-your-major-and-why,What was your major and why?,3,,,Adulthood > College > What was your major and why?,college,College,
what-was-your-most-significant,What was your most significant challenge?,what-was-your-most-significant,What was your most significant challenge?,3,,,Adulthood > Career Reflection > What was your most significant challenge?,career-reflection,Career Reflection,
what-was-your-name-again,What Was Your Name Again?,what-was-your-name-again,What Was Your Name Again?,4,,,Introduction > Their Partnership > What stories do you remember of them dating? > What Was Your Name Again?,what-stories-do-you-remember,My Parents,
what-was-your-relationship,"What was your relationship with your parents like when you were a child,
teenager, or adult?",what-was-your-relationship,"What was your relationship with your parents like when you were a child,
teenager, or adult?",3,,,"Introduction > Their Partnership > What was your relationship with your parents like when you were a child,
teenager, or adult?",their-partnership,My PArents,
what-was-your-schedule-like,What was your schedule like?,what-was-your-schedule-like,What was your schedule like?,3,,,Adulthood > College > What was your schedule like?,college,College,
what-were-family-dinners-like,What were family dinners like?,what-were-family-dinners-like,What were family dinners like?,3,,,Preschool > Elementary School > What were family dinners like?,elementary-school,Elementary School,
what-were-you-like-in,What were you like in Elementary School?,what-were-you-like-in,What were you like in Elementary School?,3,,,Preschool > Elementary School > What were you like in Elementary School?,elementary-school,Elementary School,
what-were-your-academic,What were your academic strengths?,what-were-your-academic,What were your academic strengths?,3,,,Preschool > High School > What were your academic strengths?,high-school,High School,
what-were-your-first-odd-jobs,What were your first odd jobs?,what-were-your-first-odd-jobs,What were your first odd jobs?,3,Career,,Adulthood > Career > What were your first odd jobs?,career,Career,
what-were-your-friends-like-in,What were your friends like in college?,what-were-your-friends-like-in,What were your friends like in college?,3,,,Adulthood > College > What were your friends like in college?,college,College,
what-were-your-hobbies,What were your hobbies?,what-were-your-hobbies,What were your hobbies?,3,,,THEMES > Advice > What were your hobbies?,advice,Advice,
what-were-your-most-least,What were your most/least favorite college courses?,what-were-your-most-least,What were your most/least favorite college courses?,3,,,Adulthood > College > What were your most/least favorite college courses?,college,College,
what-were-your-plans-for-the,What were your plans for the future?,what-were-your-plans-for-the,What were your plans for the future?,3,,,Preschool > High School > What were your plans for the future?,high-school,High School,
what-wisdom-did-you-gain,What wisdom did you gain?,what-wisdom-did-you-gain,What wisdom did you gain?,3,,,Adulthood > Parenthood > What wisdom did you gain?,parenthood,Parenthood,
what-world-events-do-you,What world events do you remember?,what-world-events-do-you,What world events do you remember?,3,,,Preschool > Middle School > What world events do you remember?,middle-school,Middle School,
what-world-events-impacted-you,What world events impacted you?,what-world-events-impacted-you,What world events impacted you?,3,,,THEMES > Historical Events > What world events impacted you?,historical-events,W&P,
what-world-political-events-do,What world/political events do you remember?,what-world-political-events-do,What world/political events do you remember?,3,,,Preschool > High School > What world/political events do you remember?,high-school,High School,
what-would-you-consider-your,What would you consider your motto?,what-would-you-consider-your,What would you consider your motto?,3,,,THEMES > Blessings > What would you consider your motto?,blessings,Miscellaneous,
what-elementary-school-did-you,"What
elementary school did you attend?",what-elementary-school-did-you,"What
elementary school did you attend?",3,,,"Preschool > Elementary School > What
elementary school did you attend?",elementary-school,Elementary School,
what-social-experiences-shaped,"What
social experiences shaped you?",what-social-experiences-shaped,"What
social experiences shaped you?",3,College,,"Adulthood > College > What
social experiences shaped you?",college,College,
what-was-the-name-of-your-high,"What
was the name of your high school?",what-was-the-name-of-your-high,"What
was the name of your high school?",3,,,"Preschool > High School > What
was the name of your high school?",high-school,High school,
what-s-the-story-behind-your,What�s the story behind your name?,what-s-the-story-behind-your,What�s the story behind your name?,3,,,Introduction > My Birth > What�s the story behind your name?,my-birth,My Birth,
what-s-your-idea-of-happiness,What�s your idea of happiness?,what-s-your-idea-of-happiness,What�s your idea of happiness?,3,,,Adulthood > Personal Reflection > What�s your idea of happiness?,personal-reflection,Personal Reflection,
what-s-next,What's next?,what-s-next,What's next?,3,,,Adulthood > The Future > What's next?,the-future,The Future,
what-s-one-thing-you-wish-you,"What's one thing you wish you'd known
before going to college?",what-s-one-thing-you-wish-you,"What's one thing you wish you'd known
before going to college?",3,,,"Adulthood > College > What's one thing you wish you'd known
before going to college?",college,College,
when-did-they-get-married,When did they get married?,when-did-they-get-married,When did they get married?,3,,,Introduction > Their Partnership > When did they get married?,their-partnership,My Parents,
when-was-your-father-born,When was your father born?,when-was-your-father-born,When was your father born?,3,My Father,,Introduction > My Father > When was your father born?,my-father,My Father,
when-was-your-first-girlfriend,When was your first girlfriend?,when-was-your-first-girlfriend,When was your first girlfriend?,3,,,THEMES > Relationships > When was your first girlfriend?,relationships,Companionship,
when-was-your-first-kiss,When was your first kiss?,when-was-your-first-kiss,When was your first kiss?,3,,,THEMES > Relationships > When was your first kiss?,relationships,Companionship,
when-was-your-mother-born,When was your mother born?,when-was-your-mother-born,When was your mother born?,3,,,Introduction > My Mother > When was your mother born?,my-mother,My Mother,
when-were-you-born,When were you born?,when-were-you-born,When were you born?,3,,,Introduction > My Birth > When were you born?,my-birth,My Birth,
where-did-you-live-during,Where did you live during college?,where-did-you-live-during,Where did you live during college?,3,,,Adulthood > College > Where did you live during college?,college,College,
where-was-your-father-born,Where was your father born?,where-was-your-father-born,Where was your father born?,3,,,Introduction > My Father > Where was your father born?,my-father,My Father,
where-was-your-mother-born,Where was your mother born?,where-was-your-mother-born,Where was your mother born?,3,,,Introduction > My Mother > Where was your mother born?,my-mother,My Mother,
where-were-you-born,Where were you born?,where-were-you-born,Where were you born?,3,,,Introduction > My Birth > Where were you born?,my-birth,My Birth,
which-past-time-would-you-like,Which past time would you like to travel to?,which-past-time-would-you-like,Which past time would you like to travel to?,3,,,THEMES > Miscellaneous > Which past time would you like to travel to?,miscellaneous,Miscellaneous,
which-presidents-have-you,Which Presidents have you voted for and why?,which-presidents-have-you,Which Presidents have you voted for and why?,3,,,THEMES > Politics > Which Presidents have you voted for and why?,politics,Politics,
which-teachers-influenced-you,Which teachers influenced you most?,which-teachers-influenced-you,Which teachers influenced you most?,3,,,Preschool > Middle School > Which teachers influenced you most?,middle-school,Middle School,
which-was-your-best-job,Which was your best job,which-was-your-best-job,Which was your best job,3,,,Adulthood > Career Reflection > Which was your best job,career-reflection,Career Reflection,
which-was-your-worst-job,Which was your worst job?,which-was-your-worst-job,Which was your worst job?,3,,,Adulthood > Career Reflection > Which was your worst job?,career-reflection,Career Reflection,
who-did-you-look-up-to-then,Who did you look up to then and now?,who-did-you-look-up-to-then,Who did you look up to then and now?,3,,,THEMES > Advice > Who did you look up to then and now?,advice,Advice,
who-had-the-biggest-influence,Who had the biggest influence on your life?,who-had-the-biggest-influence,Who had the biggest influence on your life?,3,,,THEMES > Advice > Who had the biggest influence on your life?,advice,Advice,
who-took-care-of-you-during,Who took care of you during the day?,who-took-care-of-you-during,Who took care of you during the day?,3,,,Introduction > My Siblings > Who took care of you during the day?,my-siblings,My Siblings,
who-was-your-best-boss,Who was your best boss,who-was-your-best-boss,Who was your best boss,3,,,Adulthood > Career Reflection > Who was your best boss,career-reflection,Career Reflection,
who-was-your-maternal,Who was your maternal grandfather?,who-was-your-maternal,Who was your maternal grandfather?,3,,,Introduction > My Maternal Grandfather > Who was your maternal grandfather?,my-maternal-grandfather,My Maternal Grandfather,
who-was-your-maternal,Who was your maternal grandmother?,who-was-your-maternal,Who was your maternal grandmother?,3,,,Introduction > My Maternal Grandmother > Who was your maternal grandmother?,my-maternal-grandmother,My Maternal Grandmother,
who-was-your-paternal,Who was your paternal grandmother?,who-was-your-paternal,Who was your paternal grandmother?,3,My Paternal Grandmother,,Introduction > My Paternal Grandmother > Who was your paternal grandmother?,my-paternal-grandmother,My Paternal Grandmother,
who-was-your-worst-boss,Who was your worst boss?,who-was-your-worst-boss,Who was your worst boss?,3,,,Adulthood > Career Reflection > Who was your worst boss?,career-reflection,Career Reflection,
who-were-memorable-teachers,Who were memorable teachers?,who-were-memorable-teachers,Who were memorable teachers?,3,,,Preschool > High School > Who were memorable teachers?,high-school,High School,
who-were-your-favorite,Who were your favorite teachers?,who-were-your-favorite,Who were your favorite teachers?,3,,,Preschool > Elementary School > Who were your favorite teachers?,elementary-school,Elementary School,
who-were-your-friends,Who were your friends?,who-were-your-friends,Who were your friends?,3,,,Preschool > High School > Who were your friends?,high-school,High School,
who-were-your-influential,Who were your influential professors?,who-were-your-influential,Who were your influential professors?,3,,,Adulthood > College > Who were your influential professors?,college,College,
who-were-your-role-models,Who were your role models?,who-were-your-role-models,Who were your role models?,3,,,Preschool > Elementary School > Who were your role models?,elementary-school,Elementary School,
who-were-your-roommates,Who were your roommates?,who-were-your-roommates,Who were your roommates?,3,,,Adulthood > College > Who were your roommates?,college,College,
who-was-your-paternal,"Who
was your paternal grandfather?",who-was-your-paternal,"Who
was your paternal grandfather?",3,My Paternal Grandfather,,"Introduction > My
Paternal Grandfather > Who
was your paternal grandfather?",my-paternal-grandfather,My Paternal Grandfather,
who-what-inspires-you,Who/What inspires you?,who-what-inspires-you,Who/What inspires you?,3,,,Adulthood > Personal Reflection > Who/What inspires you?,personal-reflection,Personal Reflection,
why-did-you-transfer-to,"Why
did you transfer to Clemson?",why-did-you-transfer-to,"Why
did you transfer to Clemson?",3,,,"Adulthood > College > Why
did you transfer to Clemson?",college,College,
william-elizabeth-and-caroline,"William,
Elizabeth, and Caroline",william-elizabeth-and-caroline,"William,
Elizabeth, and Caroline",3,,,"THEMES > My Children > William,
Elizabeth, and Caroline",my-children,Parenthood,
windsurfing-in-aruba,Windsurfing in Aruba,windsurfing-in-aruba,Windsurfing in Aruba,4,,,THEMES > Music > Did you ever take any great road trips? > Windsurfing in Aruba,did-you-ever-take-any-great,Travel,
windsurfing-in-grand-caymen,Windsurfing in Grand Caymen,windsurfing-in-grand-caymen,Windsurfing in Grand Caymen,4,,,THEMES > Music > Did you ever take any great road trips? > Windsurfing in Grand Caymen,did-you-ever-take-any-great,Travel,
windsurfing-in-hawaii,Windsurfing in Hawaii,windsurfing-in-hawaii,Windsurfing in Hawaii,4,,,THEMES > Music > Did you ever take any great road trips? > Windsurfing in Hawaii,did-you-ever-take-any-great,Travel,
wine,Wine,wine,Wine,4,,,THEMES > Miscellaneous > Favorites > Wine,favorites,Favorites,
women-s-rights,Women�s Rights,women-s-rights,Women�s Rights,4,,,The Decades > The 1960�s > Society & Culture > Women�s Rights,society-culture,,
woodbine-terrace,Woodbine Terrace,woodbine-terrace,Woodbine Terrace,4,,,Preschool > What do you remember from this period? > Woodbine Terrace,what-do-you-remember-from-this,Preschool,
wood-s-lake,Wood�s Lake,wood-s-lake,Wood�s Lake,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Wood�s Lake,what-do-you-remember-outside,Elementary,
workplace-reality,Workplace Reality,workplace-reality,Workplace Reality,4,,,Adulthood > Career Reflection > What career regrets do you have? > Workplace Reality,what-career-regrets-do-you,Career Reflection,
worst-trip,Worst trip,worst-trip,Worst trip,4,,,THEMES > Music > Did you ever take any great road trips? > Worst trip,did-you-ever-take-any-great,Travel,
yard-on-fire,Yard on Fire,yard-on-fire,Yard on Fire,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Yard on Fire,what-do-you-remember-outside,Elementary School,
ymca-days,YMCA Days,ymca-days,YMCA Days,4,Elementary School,,Preschool > Elementary School > What do you remember outside of school about this time? > YMCA Days,what-do-you-remember-outside,Elementary School,
yo-yos,Yo-Yos,yo-yos,Yo-Yos,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Yo-Yos,what-do-you-remember-outside,Elementary School,
